date,equity
2023-05-10,1.2211458869491345
2023-05-11,1.2219480171153243
2023-05-12,1.2179761749623055
2023-05-15,1.2158587608243838
2023-05-16,1.2158587608243838
2023-05-17,1.218487304277436
2023-05-18,1.2284785064800487
2023-05-19,1.2289417835389127
2023-05-22,1.224900367798021
2023-05-23,1.2137623484935514
2023-05-24,1.21495097836499
2023-05-25,1.219829559311345
2023-05-26,1.230152699593892
2023-05-30,1.2380205042474604
2023-05-31,1.237810981229533
2023-06-01,1.2497107133346268
2023-06-02,1.253291410817687
2023-06-05,1.24759811296142
2023-06-06,1.246055806441423
2023-06-07,1.2402570291721728
2023-06-08,1.2517654024045395
2023-06-09,1.253387517396867
2023-06-12,1.2651483289801209
2023-06-13,1.2631659258093368
2023-06-14,1.2658120683354266
2023-06-15,1.2743172156116762
2023-06-16,1.269836926031153
2023-06-20,1.2702076925236094
2023-06-21,1.2658823959790801
2023-06-22,1.2784338407152618
2023-06-23,1.2771212007307782
2023-06-26,1.2713335652071562
2023-06-27,1.2828205938803792
2023-06-28,1.2876911075639192
2023-06-29,1.2890791378256634
2023-06-30,1.3069476843586831
2023-07-03,1.300843183507511
2023-07-05,1.2962604708476724
2023-07-06,1.2982117053778108
2023-07-07,1.2936228270138657
2023-07-10,1.2851968204403885
2023-07-11,1.283029939442896
2023-07-12,1.2899471102705697
2023-07-13,1.293087489961283
2023-07-14,1.2936983350783928
2023-07-17,1.3071312559064159
2023-07-18,1.3060800721100612
2023-07-19,1.3116218390031695
2023-07-20,1.303675473465082
2023-07-21,1.2988557802256568
2023-07-24,1.30214466587217
2023-07-25,1.3056709013684704
2023-07-26,1.309231455806024
2023-07-27,1.3040618742590873
2023-07-28,1.3146310123641594
2023-07-31,1.3171283855715255
2023-08-01,1.3137492132337507
2023-08-02,1.3015392003985113
2023-08-03,1.2958216118221821
2023-08-04,1.2584863111935303
2023-08-07,1.2454581316351714
2023-08-08,1.2494275047481513
2023-08-09,1.242714722061935
2023-08-10,1.241794205137918
2023-08-11,1.242045643284351
2023-08-14,1.24904573791934
2023-08-15,1.2406518647810174
2023-08-16,1.2369603278717596
2023-08-17,1.2261579234963733
2023-08-18,1.2282297568284655
2023-08-21,1.233931201121627
2023-08-22,1.239783685550221
2023-08-23,1.256110822541327
2023-08-24,1.236387034708933
2023-08-25,1.245766139525382
2023-08-28,1.2523782432453754
2023-08-29,1.2687669905551355
2023-08-30,1.28336214260197
2023-08-31,1.2842648270249846
2023-09-01,1.2907863864960152
2023-09-05,1.2917673448367606
2023-09-06,1.2640254022738477
2023-09-07,1.2418422235818471
2023-09-08,1.2444439749967018
2023-09-11,1.2493887679813986
2023-09-12,1.236599678270842
2023-09-13,1.2278038075821838
2023-09-14,1.234273777103591
2023-09-15,1.231197444141005
2023-09-18,1.243691761227407
2023-09-19,1.2483039564219598
2023-09-20,1.23333008714043
2023-09-21,1.226751911321249
2023-09-22,1.230391290232819
2023-09-25,1.2358397773633751
2023-09-26,1.2184898436836467
2023-09-27,1.2119848761922212
2023-09-28,1.2130942294225342
2023-09-29,1.2153116496914695
2023-10-02,1.2261295720787413
2023-10-03,1.220413504985308
2023-10-04,1.2257652550925642
2023-10-05,1.2310590404057855
2023-10-06,1.2419542514693556
2023-10-09,1.2482518425058735
2023-10-10,1.245741276025
2023-10-11,1.2516490188206089
2023-10-12,1.2554498912101528
2023-10-13,1.24769672006003
2023-10-16,1.2471525501956686
2023-10-17,1.2405790477013194
2023-10-18,1.2350746930846466
2023-10-19,1.2334733906088153
2023-10-20,1.222590967523736
2023-10-23,1.2231000222001864
2023-10-24,1.2249665170286885
2023-10-25,1.2150505899182231
2023-10-26,1.1971122695971161
2023-10-27,1.2028363486463183
2023-10-30,1.211717110391078
2023-10-31,1.2137664387959985
2023-11-01,1.2274131359834295
2023-11-02,1.2426525979343743
2023-11-03,1.2387895852706294
2023-11-06,1.2496453523724407
2023-11-07,1.2604802045658865
2023-11-08,1.2649309706730232
2023-11-09,1.2629389668071433
2023-11-10,1.280534288884275
2023-11-13,1.2739392812657324
2023-11-14,1.2848587453797775
2023-11-15,1.2872030178981264
2023-11-16,1.294186581505075
2023-11-17,1.2941046046700508
2023-11-20,1.3013088041652585
2023-11-21,1.298005481141152
2023-11-22,1.3007425736609401
2023-11-24,1.2952760572467017
2023-11-27,1.2945396612632634
2023-11-28,1.2970360918077324
2023-11-29,1.2928261331281021
2023-11-30,1.2952020156675794
2023-12-01,1.30047965881147
2023-12-04,1.2930945762955453
2023-12-05,1.3094365527143697
2023-12-06,1.3049685048183357
2023-12-07,1.312907352746181
2023-12-08,1.3187464156801956
2023-12-11,1.3085176437755972
2023-12-12,1.314735895553684
2023-12-13,1.3279027995036312
2023-12-14,1.3285065177070656
2023-12-15,1.326333815152703
2023-12-18,1.3195668785430739
2023-12-19,1.3238107536982069
2023-12-20,1.315300748274639
2023-12-21,1.3146930903228133
2023-12-22,1.3103171650264434
2023-12-26,1.3080837172044035
2023-12-27,1.3084902102599774
2023-12-28,1.3102380496139598
2023-12-29,1.3059739549462321
2024-01-02,1.277932010380152
2024-01-03,1.2721908658619094
2024-01-04,1.2624966915362463
2024-01-05,1.2594567748638796
2024-01-08,1.277725158793559
2024-01-09,1.2759900069500623
2024-01-10,1.2803318862575184
2024-01-11,1.2778563998900188
2024-01-12,1.2792197256610782
2024-01-16,1.2697659015256548
2024-01-17,1.2658244989840708
2024-01-18,1.2905616830312674
2024-01-19,1.3025894692942426
2024-01-22,1.3120957484193183
2024-01-23,1.3173335850506467
2024-01-24,1.314579890946772
2024-01-25,1.3132416339210626
2024-01-26,1.3061400579023168
2024-01-29,1.3033298466670526
2024-01-30,1.2882796455006291
2024-01-31,1.2733168434728113
2024-02-01,1.283509061189616
2024-02-02,1.27934649893639
2024-02-05,1.2869048020234164
2024-02-06,1.2935697507458324
2024-02-07,1.294020722859386
2024-02-08,1.2895528138114432
2024-02-09,1.2927203600900312
2024-02-12,1.2857381938047765
2024-02-13,1.2770406436245807
2024-02-14,1.273355336560669
2024-02-15,1.2721521883296842
2024-02-16,1.2657173927078085
2024-02-20,1.2625931250815694
2024-02-21,1.2657643167965305
2024-02-22,1.2743035608466593
2024-02-23,1.26663159863618
2024-02-26,1.2609688721237007
2024-02-27,1.2671080819786684
2024-02-28,1.262070979635346
2024-02-29,1.2592744501275372
2024-03-01,1.2547179695733268
2024-03-04,1.235610237333374
2024-03-05,1.21452499734859
2024-03-06,1.2102415654404464
2024-03-07,1.2097263326351924
2024-03-08,1.2171565082922484
2024-03-11,1.2257969481991942
2024-03-12,1.2278405712585723
2024-03-13,1.2189098178621165
2024-03-14,1.2269014602885586
2024-03-15,1.2252844498652091
2024-03-18,1.2299693121878248
2024-03-19,1.2399948840098753
2024-03-20,1.2509384171731777
2024-03-21,1.2202724436019856
2024-03-22,1.224160290283427
2024-03-25,1.2180636409545595
2024-03-26,1.213187144360093
2024-03-27,1.2286280120884452
2024-03-28,1.220844072839469
2024-04-01,1.2146501955950515
2024-04-02,1.209549543241168
2024-04-03,1.2130311567948642
2024-04-04,1.2094703802559783
2024-04-05,1.2127372591326033
2024-04-08,1.2078886058362415
2024-04-09,1.213137559331067
2024-04-10,1.2050294448213004
2024-04-11,1.2363150977278634
2024-04-12,1.2427142608753803
2024-04-15,1.2264121739761962
2024-04-16,1.2123079682440288
2024-04-17,1.2063816859715
2024-04-18,1.2022455118763298
2024-04-19,1.1934359447215352
2024-04-22,1.1970813648082075
2024-04-23,1.2016721890645141
2024-04-24,1.2108305784788407
2024-04-25,1.2145701608337738
2024-04-26,1.2120392361086763
2024-04-29,1.2300802338978918
2024-04-30,1.216595432873437
2024-05-01,1.212181309585912
2024-05-02,1.2282053139443363
2024-05-03,1.272285358385406
2024-05-06,1.2653334535843455
2024-05-07,1.2682163088379925
2024-05-08,1.2696348062486535
2024-05-09,1.2772634580348552
2024-05-10,1.2719830595948456
2024-05-13,1.2854498939734267
2024-05-14,1.2902112305115891
2024-05-15,1.2996695670486917
2024-05-16,1.300162755364098
2024-05-17,1.3002859740243793
2024-05-20,1.3050935288806433
2024-05-21,1.310463133167473
2024-05-22,1.3045358305469648
2024-05-23,1.2880531891465163
2024-05-24,1.3008730744228765
2024-05-28,1.3009142024493614
2024-05-29,1.3021466946202165
2024-05-30,1.3062524740697332
2024-05-31,1.3101857953706117
2024-06-03,1.3174642222694266
2024-06-04,1.3187679090114581
2024-06-05,1.3249562489726396
2024-06-06,1.31931468295165
2024-06-07,1.329124095166966
2024-06-10,1.3138542326053857
2024-06-11,1.3711244524621273
2024-06-12,1.3946352303538019
2024-06-13,1.399230051292626
2024-06-14,1.3923723094167904
2024-06-17,1.4088063943431572
2024-06-18,1.3995213373426307
2024-06-20,1.3814567725797156
2024-06-21,1.372799593388405
2024-06-24,1.3753799127729796
2024-06-25,1.3790671660449636
2024-06-26,1.3956104120167419
2024-06-27,1.3989481393681844
2024-06-28,1.3853048845028946
2024-07-01,1.4094961116251623
2024-07-02,1.4232301703668417
2024-07-03,1.428192471420651
2024-07-05,1.4467193766475719
2024-07-08,1.452395304815198
2024-07-09,1.4556848073947861
2024-07-10,1.4721081062072985
2024-07-11,1.4515979430157986
2024-07-12,1.4629646533819778
2024-07-15,1.4776616008043368
2024-07-16,1.4792503295157036
2024-07-17,1.4567988735559725
2024-07-18,1.438849756563383
2024-07-19,1.439350381043125
2024-07-22,1.438002962786373
2024-07-23,1.442047921391876
2024-07-24,1.4171689013059419
2024-07-25,1.4130836211451228
2024-07-26,1.414915809029508
2024-07-29,1.4160064231358447
2024-07-30,1.418186531929206
2024-07-31,1.4309423440084426
2024-08-01,1.4165608187450047
2024-08-02,1.422399339536084
2024-08-05,1.3812916791268108
2024-08-06,1.3732125835701106
2024-08-07,1.3835103019717878
2024-08-08,1.3973176514034014
2024-08-09,1.4088337032474834
2024-08-12,1.4148606647091309
2024-08-13,1.4294561053151467
2024-08-14,1.4312003747029596
2024-08-15,1.4428193375607874
2024-08-16,1.4479429385328946
2024-08-19,1.4473279621190014
2024-08-20,1.4497114502076716
2024-08-21,1.4492890780161283
2024-08-22,1.4421066496707224
2024-08-23,1.451008629140739
2024-08-26,1.4523135278789128
2024-08-27,1.4555738805491645
2024-08-28,1.449675747305297
2024-08-29,1.4623488950204782
2024-08-30,1.4593324354771537
2024-09-03,1.4355115477215528
2024-09-04,1.4280881757937778
2024-09-05,1.4340242722229066
2024-09-06,1.427988450120041
2024-09-09,1.4283376797741032
2024-09-10,1.4252340937061236
2024-09-11,1.435141030278678
2024-09-12,1.43556638717746
2024-09-13,1.4345224763243316
2024-09-16,1.4106159649874386
2024-09-17,1.4124547566365633
2024-09-18,1.4277007035999112
2024-09-19,1.4594517832885874
2024-09-20,1.4568882808572627
2024-09-23,1.4502614849670197
2024-09-24,1.4537194142440268
2024-09-25,1.4498832623942133
2024-09-26,1.454302697033304
2024-09-27,1.455338154000552
2024-09-30,1.4753100874522604
2024-10-01,1.4495143071995302
2024-10-02,1.4517057441511192
2024-10-03,1.4474424313521033
2024-10-04,1.4517910922424588
2024-10-07,1.432165080116164
2024-10-08,1.4479797292946968
2024-10-09,1.4624869694104223
2024-10-10,1.4605755676024235
2024-10-11,1.4548746715364327
2024-10-14,1.4692603708493126
2024-10-15,1.4789791888658568
2024-10-16,1.4711241482630075
2024-10-17,1.4725332341083337
2024-10-18,1.4833797861167692
2024-10-21,1.488985037371885
2024-10-22,1.4866428144109058
2024-10-23,1.467355401858438
2024-10-24,1.4666305123522436
2024-10-25,1.4698364356175782
2024-10-28,1.4774202634843687
2024-10-29,1.4784457374760178
2024-10-30,1.4648931596510686
2024-10-31,1.4488881983913866
2024-11-01,1.4373437435894216
2024-11-04,1.4338617627707972
2024-11-05,1.4394419897691337
2024-11-06,1.43662042098923
2024-11-07,1.4550426218389332
2024-11-08,1.4540052805751695
2024-11-11,1.4435115187609795
2024-11-12,1.4435115187609795
2024-11-13,1.4469491772636536
2024-11-14,1.4589042660369709
2024-11-15,1.4465538942419847
2024-11-18,1.4582034494216793
2024-11-19,1.4592011179371869
2024-11-20,1.4619625072216738
2024-11-21,1.4601239157696637
2024-11-22,1.4652993537716925
2024-11-25,1.4767734072655763
2024-11-26,1.4851062716930805
2024-11-27,1.4846134789012682
2024-11-29,1.4937134019413858
2024-12-02,1.5022478321964632
2024-12-03,1.513759719471638
2024-12-04,1.5151072139660733
2024-12-05,1.5152194195614104
2024-12-06,1.5144712666113398
2024-12-09,1.5291021433960692
2024-12-10,1.5328946967442743
2024-12-11,1.528143273449876
2024-12-12,1.5336113294844762
2024-12-13,1.5342421731702423
2024-12-16,1.5450380839026308
2024-12-17,1.5540482861545024
2024-12-18,1.534074032925952
2024-12-19,1.5405306751833339
2024-12-20,1.5579225290639815
2024-12-23,1.5607875011817345
2024-12-24,1.5715364063373112
2024-12-26,1.574530845316091
2024-12-27,1.5620207036955918
2024-12-30,1.5495900190254561
2024-12-31,1.5430279367541564
2025-01-02,1.518738355512131
2025-01-03,1.5169072382678053
2025-01-06,1.5230406668625043
2025-01-07,1.5126342828357882
2025-01-08,1.5144703318917305
2025-01-10,1.492567666011823
2025-01-13,1.4833040366303634
2025-01-14,1.4790515425398256
2025-01-15,1.496512547827833
2025-01-16,1.4602369065989453
2025-01-17,1.4668388916514203
2025-01-21,1.4387496522961096
2025-01-22,1.4433637302244446
2025-01-23,1.44270600337863
2025-01-24,1.439300104410195
2025-01-27,1.4667449215703734
2025-01-28,1.4989053049142593
2025-01-29,1.5030573904012132
2025-01-30,1.496388553147797
2025-01-31,1.4903801587517176
2025-02-03,1.4601051492986719
2025-02-04,1.478509411090802
2025-02-05,1.4772519646893918
2025-02-06,1.4801114889994857
2025-02-07,1.458825584093849
2025-02-10,1.4598649122606429
2025-02-11,1.4789878026368293
2025-02-12,1.4952005778384183
2025-02-13,1.512849852129576
2025-02-14,1.5243874211535153
2025-02-18,1.5239013421687782
2025-02-19,1.5253973186920384
2025-02-20,1.5289855106476682
2025-02-21,1.5279406060905376
2025-02-24,1.5337275660149745
2025-02-25,1.5335040609333006
2025-02-26,1.5086243557489931
2025-02-27,1.4971006949969512
2025-02-28,1.514286078594468
2025-03-03,1.499972251477441
2025-03-04,1.4920322433959372
2025-03-05,1.491311332995832
2025-03-06,1.489755091167172
2025-03-07,1.5039607397936128
2025-03-10,1.4602139304320587
2025-03-11,1.4346402956229196
2025-03-12,1.4195948720532108
2025-03-13,1.390938671695521
2025-03-14,1.4061031918651394
2025-03-17,1.4081185554742448
2025-03-18,1.4029466642818642
2025-03-19,1.4130388604301463
2025-03-20,1.408548449530553
2025-03-21,1.425008913667125
2025-03-24,1.4346451790055235
2025-03-25,1.4464223885753926
2025-03-26,1.4378116944245058
2025-03-27,1.4468463257748618
2025-03-28,1.423771732497021
2025-03-31,1.440355224283932
2025-04-01,1.4444792214782052
2025-04-02,1.4471974421604379
2025-04-03,1.3669161218334016
2025-04-04,1.307137512836385
2025-04-07,1.2783274883637237
2025-04-08,1.240117122153013
2025-04-09,1.354174518055747
2025-04-10,1.3197293826431191
2025-04-11,1.3518735624494895
2025-04-14,1.3697621413754804
2025-04-15,1.3682200470461092
2025-04-16,1.3362583532464205
2025-04-17,1.3474425632777334
2025-04-21,1.331764105755173
2025-04-22,1.3589841067001
2025-04-23,1.378823895945339
2025-04-24,1.3940677128949888
2025-04-25,1.3977206637986952
2025-04-28,1.4011668696806487
2025-04-29,1.4054476025169922
2025-04-30,1.4105980215982714
2025-05-01,1.41386396221161
2025-05-02,1.382169329773208
2025-05-05,1.3560807646767359
2025-05-06,1.3545261464129736
2025-05-07,1.3452735509836384
2025-05-08,1.3503736439468244
2025-05-09,1.354640345576068
2025-05-12,1.4059645455416343
2025-05-13,1.4145287944106275
2025-05-14,1.4121372919766588
2025-05-15,1.4086257174424206
2025-05-16,1.4078662688847345
2025-05-19,1.3979500450205873
2025-05-20,1.390236485649738
2025-05-21,1.371001929070272
2025-05-22,1.3680305037583655
2025-05-23,1.3432054121828063
2025-05-27,1.3635939138583673
2025-05-28,1.3644520420053265
2025-05-29,1.3625321912982347
2025-05-30,1.3662119856425394
2025-06-02,1.369681045073347
2025-06-03,1.376077899724249
2025-06-04,1.374250091855688
2025-06-05,1.365346795491669
2025-06-06,1.3787804246032298
2025-06-09,1.3687600557455466
2025-06-10,1.3737336639783277
2025-06-11,1.3579133950800355
2025-06-12,1.3596348594417085
2025-06-13,1.3483728235358459
2025-06-16,1.3564857158227164
2025-06-17,1.3450825447645955
2025-06-18,1.3489602207406217
2025-06-20,1.3671586182890494
2025-06-23,1.3691991535402273
2025-06-24,1.3643067422078679
2025-06-25,1.3694560751323719
2025-06-26,1.3671732053130687
2025-06-27,1.3674997019094686
2025-06-30,1.3841887870157303
2025-07-01,1.3949158318788824
2025-07-02,1.413521848927416
2025-07-03,1.4179532463017992
2025-07-07,1.4036110118792156
2025-07-08,1.4038516784240656
2025-07-09,1.4083839177255968
2025-07-10,1.4134667639829064
2025-07-11,1.4084759440840775
2025-07-14,1.3983105504359081
2025-07-15,1.4002811568980873
2025-07-16,1.404499891967009
2025-07-17,1.4039385221795797
2025-07-18,1.4085910858542008
2025-07-21,1.413793773913104
2025-07-22,1.4214589137241764
2025-07-23,1.4204644228513754
2025-07-24,1.4189122950707025
2025-07-25,1.4193902634531457
2025-07-28,1.4200671675310317
2025-07-29,1.4090011971428849
2025-07-30,1.400117822368313
2025-07-31,1.3941704364848218
,1.3941704364848218
